"","CellName","FACS_population","PassQC","TotalReads","UniqueMap","MulitMap","UnMap","UnMap_per","total_features_by_counts","pct_counts_MT","pct_counts_Ribosome","pct_counts_Hbb","cell_cycle","is_in_Fig_1B","Fig_1B_cluster","Fig_1B_UMAP1","Fig_1B_UMAP2","is_in_Fig_2C","Fig_2C_cluster","Fig_2C_UMAP1","Fig_2C_UMAP2"
"604","Cell_0604","E10.5_Fcs-Endo_Gfi1","Pass",1534900,1190434,205764,138702,9.0365496123526,6604,5.18278373837215,6.41432701604198,0.0348483568471741,"G2M","yes","C_1",-0.702551904804147,4.85417108269024,"yes","C01",4.76111905671535,3.28846240725585
"605","Cell_0605","E10.5_Fcs-Endo_Runx1","Pass",1073201,780421,173204,119576,11.1419948360093,7392,6.96557585339415,7.94030184953664,0.000339271143801771,"S","no",NA,NA,NA,"yes","C01",4.37332311532582,3.52258664044075
"606","Cell_0606","E10.5_Fcs-Endo_Runx1","Pass",674378,540002,63941,70435,10.4444391720964,6617,7.48936143504513,4.40606052998255,0,"G1","no",NA,NA,NA,"yes","C01",4.75789831126137,3.23234709454659
"607","Cell_0607","E10.5_Fcs-Endo_Runx1","Pass",1257551,990604,169755,97192,7.72867263435042,7244,4.56761879143788,4.0598311125628,0.000686199566047394,"G2M","no",NA,NA,NA,"yes","C01",4.37109632955377,3.11257705290012
"608","Cell_0608","E10.5_Fcs-Endo_Runx1","Pass",1313506,1011403,199512,102591,7.81047060310345,6257,4.85167243135063,4.27373184313834,0,"S","no",NA,NA,NA,"yes","C02",4.97435909605047,2.88203892904734
"609","Cell_0609","E10.5_Fcs-Endo_Runx1","Pass",1391506,1109064,162695,119747,8.60556835543648,6253,5.50513400002867,4.29760477039146,0,"G1","no",NA,NA,NA,"yes","C03",5.23871287070867,1.93481984786776
"610","Cell_0610","E10.5_Fcs-Endo_Runx1","Pass",1721047,1317889,275308,127850,7.42861757988015,5845,5.86965268068054,3.92830538924541,0.00159339061572597,"G1","no",NA,NA,NA,"yes","C02",4.25840607365331,3.78985359013254
"611","Cell_0611","E10.5_Fcs-Endo_Runx1","Pass",1322428,984682,214881,122865,9.29086498470994,6572,6.0319869840198,5.99609733273429,0,"S","no",NA,NA,NA,"yes","C01",4.70418403777775,3.46591512768772
"612","Cell_0612","E10.5_Fcs-Endo_Runx1","Pass",1328164,1030213,202444,95507,7.19090413533268,6786,3.84043736797852,4.1398781610841,0.000242658665401606,"G1","no",NA,NA,NA,"yes","C01",3.30227414037192,3.7320412677902
"613","Cell_0613","E10.5_Fcs-Endo_Runx1","Pass",1501606,1185352,189037,127217,8.4720625783328,6339,8.02883224160156,3.9252361034383,0.000131533948912214,"G1","no",NA,NA,NA,"yes","C01",3.22575556560279,3.71884651745551
"614","Cell_0614","E10.5_Fcs-Endo_Runx1","Pass",1024236,795318,113525,115393,11.2662511374332,6050,8.11932199197228,4.04690631298833,0,"G2M","no",NA,NA,NA,"yes","C01",4.60955493959386,3.54768792806417
"615","Cell_0615","E10.5_Fcs-Endo_Runx1","Pass",1646334,1252657,269559,124118,7.5390534363015,7119,5.37709701536962,5.47849837202897,0.00524663735948849,"S","no",NA,NA,NA,"yes","C01",4.22305184602205,3.72255687887837
"616","Cell_0616","E10.5_Fcs-Endo_Runx1","Pass",1682930,1339958,217839,125133,7.43542512166281,6835,4.67650928009886,3.14788597807956,0,"S","no",NA,NA,NA,"yes","C04",7.28724534580872,-1.94209541164873
"617","Cell_0617","E10.5_Fcs-Mes","Pass",1267154,1031026,161134,74994,5.91830195856226,5567,3.55835779251368,5.60680633702064,0,"G1","no",NA,NA,NA,"yes","C09",-15.1260229058838,2.56911957860493
"618","Cell_0618","E10.5_Fcs-Mes","Pass",812386,662809,104078,45499,5.60066273914125,5582,2.53930721510864,5.75512636371971,0,"G1","no",NA,NA,NA,"yes","C10",-14.8968675084696,0.608453524478582
"619","Cell_0619","E10.5_Fcs-Mes","Pass",873593,688628,129850,55115,6.30900201810225,7219,3.49113718805917,5.38016109607443,0.000541681487674038,"G2M","no",NA,NA,NA,"yes","C09",-14.0571198960938,2.69302626153782
"620","Cell_0620","E10.5_Fcs-Mes","Pass",1038871,847428,130515,60928,5.86482826067914,5185,3.41964802537953,5.6857684693933,0.00047970373497328,"G1","no",NA,NA,NA,"yes","C09",-14.0138216544891,2.69211342239911
"621","Cell_0621","E10.5_Fcs-Mes","Pass",1065880,841047,154968,69865,6.55467782489586,7580,3.05128531551476,6.27396673301021,0,"S","no",NA,NA,NA,"yes","C09",-13.6010944996747,2.12368850862588
"622","Cell_0622","E10.5_Fcs-Mes","Pass",1334733,1062132,193213,79388,5.94785623791425,5985,2.18260684689564,7.09762937254804,0,"G1","no",NA,NA,NA,"yes","C10",-15.6118918446653,0.743343258649138
"623","Cell_0623","E10.5_Fcs-Mes","Pass",869248,677815,126585,64848,7.46024149609778,6451,2.87275347463221,5.58097136513472,0,"S","no",NA,NA,NA,"yes","C09",-13.6151512368209,2.1520490116045
"624","Cell_0624","E10.5_Fcs-Mes","Pass",683938,550009,87500,46429,6.78848082720948,5838,2.51121742631973,5.94283906348872,0.00167782017602731,"G2M","no",NA,NA,NA,"yes","C09",-13.8049760315719,2.55857149308295
"625","Cell_0625","E10.5_Fcs-Mes","Pass",1295024,1040868,175042,79114,6.10907597079282,6767,2.496998921003,6.07906657272351,0.000252988745795643,"G2M","no",NA,NA,NA,"yes","C09",-14.0164141172134,2.01069546140144
"626","Cell_0626","E10.5_Fcs-Mes","Pass",841633,690647,98210,52776,6.27066666825089,5629,2.88961515725425,4.97968665870951,0,"G1","no",NA,NA,NA,"yes","C10",-15.3995769403807,0.869765480230484
"627","Cell_0627","E10.5_Fcs-Mes","Pass",1219939,989488,158257,72194,5.91783687545033,6021,2.40281514158581,5.80151211862354,0.000127497354429896,"G2M","no",NA,NA,NA,"yes","C10",-14.9829796814727,1.38048732211076
"628","Cell_0628","E10.5_Fcs-Mes","Pass",607140,466223,80471,60446,9.95585861580525,5814,5.14888980301893,6.343713593986,0.00314014136916444,"G1","no",NA,NA,NA,"no",NA,NA,NA
"629","Cell_0629","E10.5_Fcs-HE_Runx1","Fail",1302193,860587,352620,88986,6.83354925114787,2233,0.331921080340676,4.5826141709926,73.125828981114,NA,"no",NA,NA,NA,"no",NA,NA,NA
"630","Cell_0630","E10.5_Fcs-HE_Runx1","Pass",932126,756005,122782,53339,5.72229505453125,4490,3.15225669724163,5.52120931156661,0,"G1","no",NA,NA,NA,"yes","C05",5.66207316898779,-0.0842870730846374
"631","Cell_0631","E10.5_Fcs-HE_Runx1","Pass",1322573,1095865,152849,73859,5.58449325670492,5167,1.65457899092797,5.88849546626661,0.00911990624736378,"G1","no",NA,NA,NA,"yes","C05",5.56992332650911,-0.109049452257049
"632","Cell_0632","E10.5_Fcs-HE_Runx1","Pass",1315814,1095004,149439,71371,5.42409489487116,4626,2.0343673410932,5.43264088923589,0.000115497180713819,"G1","no",NA,NA,NA,"yes","C05",5.70393676411236,0.0486837766566877
"633","Cell_0633","E10.5_Fcs-HE_Runx1","Pass",1628107,1351855,191284,84968,5.2188216130758,5265,2.76468829765217,6.05698254650815,0,"G1","no",NA,NA,NA,"yes","C05",5.78753876517711,-0.0280048845988175
"634","Cell_0634","E10.5_Fcs-HE_Runx1","Pass",1883013,1543843,239653,99517,5.28498741113312,6884,1.84116728456137,6.74930050459036,0.00102178270428416,"S","no",NA,NA,NA,"yes","C06_WT",6.07650893260496,-1.73610253127824
"635","Cell_0635","E10.5_Fcs-HE_Runx1","Pass",1285425,1033044,181796,70585,5.49117995993543,6264,1.85519255356243,7.18867440238658,0.000484289643950254,"G1","no",NA,NA,NA,"yes","C10",-15.5342626320108,1.20855242747466
"636","Cell_0636","E10.5_Fcs-HE_Runx1","Pass",1200935,981232,150274,69429,5.78124544625646,4799,0.907889694734265,7.14354371750328,0.000384481801835516,"G1","no",NA,NA,NA,"yes","C05",5.71816376221808,0.0390257312877981
"637","Cell_0637","E10.5_Fcs-HE_Runx1","Pass",1296920,1052340,167432,77148,5.94855503809024,6684,2.92405418810467,6.84785141894193,0.0014341800971657,"G1","no",NA,NA,NA,"yes","C10",-15.5434193358578,2.16189242266093
"638","Cell_0638","E10.5_Fcs-HE_Runx1","Pass",1224871,996765,165100,63006,5.14388862174058,5641,1.30937190988848,5.98251778109727,0.00804434538211259,"G1","no",NA,NA,NA,"yes","C06_WT",3.59931105585725,-3.02755302450835
"639","Cell_0639","E10.5_Fcs-HE_Runx1","Pass",872931,721642,98240,53049,6.07711262402183,5418,2.3402060224934,5.34459819286532,0.0117757268874996,"G1","no",NA,NA,NA,"yes","C05",5.7642663419691,-0.040214985369231
"640","Cell_0640","E10.5_Fcs-HE_Runx1","Pass",1262937,1047806,140080,75051,5.94257670810183,4609,3.24793500546484,6.22134796085789,0,"G1","no",NA,NA,NA,"yes","C05",5.58490410565502,-0.293222209889667
"641","Cell_0641","E10.5_Fcs-HE_Runx1","Pass",901910,730121,114385,57404,6.36471488285971,6254,2.7088780654533,5.89455695120909,0.00102537810817739,"G1","no",NA,NA,NA,"yes","C10",-15.4997057722404,2.15770115429776
"642","Cell_0642","E10.5_Fcs-HE_Runx1","Pass",826583,677491,103569,45523,5.50737191546402,6173,3.10455882436178,6.18628862303241,0.0398092927341437,"G1","no",NA,NA,NA,"yes","C10",-14.495402341447,2.31256306629777
"643","Cell_0643","E10.5_Fcs-HE_Runx1","Fail",802671,565387,177787,59497,7.41237692653653,2938,0.669245143626961,3.6836137657484,62.4448386344871,NA,"no",NA,NA,NA,"no",NA,NA,NA
"644","Cell_0644","E10.5_Fcs-HE_Runx1","Pass",805608,643677,117892,44039,5.46655445328249,6837,2.60234652779364,5.92494461067586,0.00266477848077172,"G2M","no",NA,NA,NA,"yes","C10",-14.8599039442518,0.919714319833684
"645","Cell_0645","E10.5_Fcs-HE_Runx1","Pass",992071,812260,126437,53374,5.3800584837174,6121,2.55886737594563,6.01297566907723,0.000308650548935001,"G1","no",NA,NA,NA,"yes","C03",5.41685140421917,1.09750664139691
"646","Cell_0646","E10.5_Fcs-HE_Runx1","Pass",1584063,1272755,224566,86742,5.47591857142046,6226,1.82476790189619,6.52711883107671,0,"G2M","no",NA,NA,NA,"yes","C10",-14.6638510390661,0.745997779323244
"647","Cell_0647","E10.5_Fcs-HE_Runx1","Pass",1204164,975260,169187,59717,4.95920821416352,6962,2.06640047023532,5.37084236982386,0.000633398869002979,"G2M","no",NA,NA,NA,"yes","C10",-14.7956342155914,0.760199168784322
"648","Cell_0648","E10.5_Fcs-HE_Runx1","Pass",1170518,949054,159285,62179,5.31209259490243,5986,3.5494973571837,6.52487026417474,0,"S","no",NA,NA,NA,"yes","C10",-14.1952968715555,1.09170953828541
"649","Cell_0649","E10.5_Fcs-HE_Runx1","Pass",1351468,1095136,185127,71205,5.26871520450355,7481,1.10046561707808,7.29585878625997,0.000345840860175387,"G2M","no",NA,NA,NA,"yes","C10",-15.0356271905341,1.12582282324458
"650","Cell_0650","E10.5_Fcs-HE_Runx1","Fail",1376529,1006503,278927,91099,6.61802257707611,3335,0.488127095965584,4.1912536838183,58.4621117170828,NA,"no",NA,NA,NA,"no",NA,NA,NA
"651","Cell_0651","E10.5_Fcs-HE_Runx1","Pass",1108831,922448,126485,59898,5.40190524976304,5024,2.40323885737524,5.10521133488666,0.000557079011908957,"G1","no",NA,NA,NA,"yes","C05",4.77773413495078,-2.13373885145166
"652","Cell_0652","E10.5_Fcs-HE_Runx1","Fail",1444355,978518,354980,110857,7.67519065603678,3215,0.299887730182062,4.58778458084006,66.8416301114596,NA,"no",NA,NA,NA,"no",NA,NA,NA
"653","Cell_0653","E10.5_Fcs-HE_Runx1","Pass",805409,641122,111139,53148,6.59888330028594,7212,2.94942759730265,5.64832616014885,0.00619546298501279,"G2M","no",NA,NA,NA,"yes","C10",-14.9199758376061,0.892989453803716
"654","Cell_0654","E10.5_Fcs-HE_Runx1","Pass",852373,704699,100600,47074,5.52269956932,5071,2.50047540965961,4.89600189446264,0,"G1","no",NA,NA,NA,"yes","C02",4.30756560014243,3.23339828425306
"655","Cell_0655","E10.5_Fcs-HE_Runx1","Pass",631589,500594,84265,46730,7.3987989024508,4881,3.71241998454191,4.8011752115579,0.000247725876454151,"G2M","no",NA,NA,NA,"yes","C05",4.79774352154209,-0.89664458817263
"656","Cell_0656","E10.5_Fcs-HE_Runx1","Fail",897670,614378,226793,56499,6.29396103245068,3875,1.08371492309499,4.87573871864115,18.3030018394583,NA,"no",NA,NA,NA,"no",NA,NA,NA
"657","Cell_0657","E10.5_Fcs-HE_Runx1","Pass",458685,380563,45893,32229,7.02639066025704,4562,3.00818803165219,4.95732309618314,0.000361821990816958,"G1","no",NA,NA,NA,"yes","C05",5.64882912546969,-0.159465329848248
"658","Cell_0658","E10.5_Fcs-HE_Runx1","Pass",844075,678008,107270,58797,6.96585019103753,5296,3.30613799231453,5.77352858588073,0.00750083663177816,"G1","no",NA,NA,NA,"yes","C10",-14.8519399308701,0.777281211387075
"659","Cell_0659","E10.5_Fcs-HE_Runx1","Pass",634744,508054,85785,40905,6.44433031269299,6203,2.52334246779173,6.15645963272037,0.000495988691457835,"G2M","no",NA,NA,NA,"yes","C10",-15.1513079932307,1.94227693441156
"660","Cell_0660","E10.5_Fcs-HE_Runx1","Pass",530484,431877,66626,31981,6.02864553879099,6513,2.98383669035869,6.65039316158587,0.005608160759404,"G1","no",NA,NA,NA,"yes","C10",-15.4136499706113,2.11864455475558
"661","Cell_0661","E10.5_Fcs-HE_Runx1","Pass",827365,664642,112718,50005,6.04388631377929,5569,2.58636860584311,6.37800392976446,0,"S","no",NA,NA,NA,"yes","C10",-14.3464308475087,0.909963017202887
"662","Cell_0662","E10.5_Fcs-HE_Runx1","Pass",967716,796044,121260,50412,5.20937961137358,6900,2.07869544501775,5.5628641538459,0,"G1","no",NA,NA,NA,"yes","C10",-15.6334325283545,1.99758462582917
"663","Cell_0663","E10.5_Fcs-HE_Runx1","Pass",1184287,962727,159480,62080,5.24197259616968,6981,1.26497320584218,6.29360617841757,0.000656719554481454,"G2M","no",NA,NA,NA,"yes","C10",-15.1230024897066,1.86534111664962
"664","Cell_0664","E10.5_Fcs-HE_Runx1","Fail",1122519,816092,220558,85869,7.64967007239967,4257,0.508824172221615,3.56750628346629,60.2266145776418,NA,"no",NA,NA,NA,"no",NA,NA,NA
"665","Cell_0665","E10.5_Fcs-Endo_Gfi1","Pass",1774198,1365225,249273,159700,9.00125014231783,7631,1.53248979671352,4.32999230491998,0.000292218228573098,"G1","yes","C_1",0.601936681803751,5.4548369087333,"yes","C01",3.24085608140271,3.67643598307804
"666","Cell_0666","E10.5_Fcs-Endo_Gfi1","Pass",1083729,835852,161758,86119,7.94654383152984,7687,1.62983677607523,3.91250518533467,0.000960988665138695,"G1","yes","C_1",0.470932982452882,5.87972956571053,"yes","C01",3.49022817866058,3.6775796030563
"667","Cell_0667","E10.5_Fcs-Endo_Gfi1","Pass",1575586,1265225,187569,122792,7.79341781407045,7469,1.97897639401816,4.59914017387273,0.00048291273646124,"G1","yes","C_1",0.428803176976006,6.01129741894839,"yes","C01",3.82173102322719,3.35143634485375
"668","Cell_0668","E10.5_Fcs-Endo_Gfi1","Pass",1651985,1274389,244541,133055,8.05424988725684,8199,1.34165518973314,4.02426798423857,9.96549944093548e-05,"G2M","yes","C_1",0.122581136694214,5.39487352156535,"yes","C01",3.9550567879646,3.40539854820573
"669","Cell_0669","E10.5_Fcs-Endo_Gfi1","Pass",1564469,1238426,219278,106765,6.82436021423243,8125,1.97580507969991,4.3414975418063,0,"G1","yes","C_1",0.433177543729476,6.10342307129082,"yes","C01",3.37205505604567,3.70432494313551
"670","Cell_0670","E10.5_Fcs-Endo_Gfi1","Pass",1877232,1435673,267285,174274,9.28356218091317,7435,1.26185883777783,4.19909390629556,0,"S","yes","C_1",0.538914031251886,5.27920992435437,"yes","C01",3.45780047927646,3.51915670099391
"671","Cell_0671","E10.5_Fcs-Endo_Gfi1","Pass",1327644,1029506,185256,112882,8.50242986824781,7121,2.0012110916037,4.13946675941541,0.000138568833375135,"S","yes","C_1",0.602179180315663,6.04274237334842,"yes","C01",4.31430721452919,3.46149335542244
"672","Cell_0672","E10.5_Fcs-Endo_Gfi1","Pass",1657125,1308754,246499,101872,6.14751452063061,7256,1.82786960326323,5.02620290736312,0.000487224011958426,"G1","yes","C_1",0.684388307502448,4.81705601875868,"yes","C01",3.79886536720144,3.37482568732727
"673","Cell_0673","E10.5_Fcs-Endo_Gfi1","Pass",1651682,1288367,228780,134535,8.14533306048017,7252,2.00376370928363,4.41286683820988,0.000329187400900876,"G1","yes","C_1",0.351015216288064,6.21213438649455,"yes","C01",3.35337022674582,3.69117544245307
"674","Cell_0674","E10.5_Fcs-Endo_Gfi1","Pass",1296054,1001970,198568,95516,7.36975465528442,7498,1.14844254273638,4.77075395090262,0.000130135132321403,"S","yes","C_1",0.743687261184695,5.71082381026207,"yes","C01",4.12019183500982,3.41414161574589
"675","Cell_0675","E10.5_Fcs-Endo_Gfi1","Pass",1470440,1162115,197939,110386,7.50700470607437,7493,1.90637341838619,4.8281184179319,0,"G1","yes","C_1",0.661874884430097,5.13053692723126,"yes","C01",3.36238687702849,3.643296329235
"676","Cell_0676","E10.5_Fcs-Endo_Gfi1","Pass",1278536,1009493,157625,111418,8.71449845761089,7364,1.46008216398937,4.82073114084656,0.0002894117272526,"G1","yes","C_1",0.409529321066578,6.1651595830202,"yes","C01",3.36698012272329,3.63171295131863
"677","Cell_0677","E10.5_Fcs-HE_Gfi1","Fail",1608040,1189686,294479,123875,7.70347752543469,5008,0.675576897125635,3.09459013689593,61.5413161801089,NA,"no",NA,NA,NA,"no",NA,NA,NA
"678","Cell_0678","E10.5_Fcs-HE_Gfi1","Pass",885364,718617,100021,66726,7.53656123357173,7312,2.5484719598549,3.55615562019771,0.000965769273857398,"G2M","yes","C_4",0.15085740919051,-0.373708390011058,"yes","C04",6.05579136720561,-2.25856416923756
"679","Cell_0679","E10.5_Fcs-HE_Gfi1","Pass",1430501,1153643,164142,112716,7.87947719015925,7182,2.17915298252848,4.16046891798354,0.000859093876869757,"G2M","yes","C_4",-0.0683007387049064,-0.274743147606527,"yes","C04",5.7552467886921,-1.85560909469104
"680","Cell_0680","E10.5_Fcs-HE_Gfi1","Pass",1138456,918560,115061,104835,9.20852452795716,6435,4.34107317979752,3.92307832715772,0.000995620927288144,"G2M","yes","C_4",-0.036555571470739,-0.166858076167915,"yes","C05",5.59303525727104,-2.11205971092581
"681","Cell_0681","E10.5_Fcs-HE_Gfi1","Pass",1103895,875719,138274,89902,8.14407167348344,6863,3.6289474437005,3.55844160214849,0.00403852075715533,"G1","yes","C_5",0.136644217323551,-2.91065774913204,"yes","C06_WT",3.51844640986571,-3.34764083420199
"682","Cell_0682","E10.5_Fcs-HE_Gfi1","Pass",1619576,1290285,203777,125514,7.74980612209615,6270,2.45470158955207,3.42525633103026,0.000310015356093972,"G1","yes","C_3",1.46234390138606,-1.37804814931599,"yes","C05",5.18051975472849,-2.03530269791908
"683","Cell_0683","E10.5_Fcs-HE_Gfi1","Pass",1092347,858129,138277,95941,8.78301492108277,7810,2.78761715901469,4.07926941173222,0,"S","yes","C_4",0.744099104147994,-1.18468446791935,"yes","C06_WT",6.06975381555979,-1.54392110472202
"684","Cell_0684","E10.5_Fcs-HE_Gfi1","Fail",1385294,1046433,235573,103288,7.45603460348489,4998,0.61468474440783,3.38382823638878,55.5836818982273,NA,"no",NA,NA,NA,"no",NA,NA,NA
"685","Cell_0685","E10.5_Fcs-HE_Gfi1","Fail",1825470,1390202,305939,129329,7.08469599609964,5862,0.426418716237508,2.84180250510973,57.9700127733173,NA,"no",NA,NA,NA,"no",NA,NA,NA
"686","Cell_0686","E10.5_Fcs-HE_Gfi1","Pass",1154951,926929,132979,95043,8.22918028557056,6623,1.83373598299948,4.91788921240403,0.00115672270712773,"G1","yes","C_3",0.53440753225546,-0.655305997932471,"yes","C06_WT",5.95236160288721,-2.76053331399309
"687","Cell_0687","E10.5_Fcs-HE_Gfi1","Fail",1647293,1166630,355582,125081,7.59312399190672,3544,0.273823500868662,2.81549167397687,71.1486315485014,NA,"no",NA,NA,NA,"no",NA,NA,NA
"688","Cell_0688","E10.5_Fcs-HE_Gfi1","Pass",1318471,1087408,126343,104720,7.9425334345617,7531,1.80390215947277,3.70722515998506,0,"G2M","yes","C_4",-0.324992027454542,-0.725998577325009,"yes","C04",5.93129198422927,-1.11506120488328
"689","Cell_0689","E10.5_Fcs-HE_Gfi1","Fail",1767998,1366694,278275,123029,6.95866171794312,6311,0.903363116890927,3.59223617244671,50.6032861869389,NA,"no",NA,NA,NA,"no",NA,NA,NA
"690","Cell_0690","E10.5_Fcs-HE_Gfi1","Pass",950546,775773,101775,72998,7.67958625884492,5327,3.33699008471279,4.38144239565115,0,"G1","yes","C_2",2.60212341536011,-0.69224778197934,"yes","C05",5.17601840477262,-1.21105568662742
"691","Cell_0691","E10.5_Fcs-HE_Gfi1","Fail",1985812,1490018,351074,144720,7.28769893625379,6559,0.706816502430253,3.57175199629241,53.6522277124121,NA,"no",NA,NA,NA,"no",NA,NA,NA
"692","Cell_0692","E10.5_Fcs-HE_Gfi1","Fail",1662192,1282025,278918,101249,6.0912939058785,6146,0.71283202643087,3.40447945850315,56.4677235048202,NA,"no",NA,NA,NA,"no",NA,NA,NA
"693","Cell_0693","E10.5_Fcs-HE_Gfi1","Pass",1074588,869434,121520,83634,7.78288981451496,7692,2.57678843411617,3.89432634694182,0.00121432065698217,"G2M","yes","C_4",-0.387737232803964,-0.311312127540176,"yes","C04",5.91276920893147,-0.752295383639747
"694","Cell_0694","E10.5_Fcs-HE_Gfi1","Pass",1616754,1305022,188409,123323,7.62781474485296,8039,1.70207110327006,3.03950455582697,0.000107183318845721,"G2M","yes","C_4",0.30296180793673,-0.741871283075454,"yes","C04",6.69119365394683,-2.20861863223591
"695","Cell_0695","E10.5_Fcs-HE_Gfi1","Pass",1062079,861060,105477,95542,8.99575266999912,6091,2.70043797734101,4.68617656640243,0.000180982372316936,"G1","yes","C_2",2.58342069150199,-0.62189370318155,"yes","C05",5.61597772598495,-0.976944540004443
"696","Cell_0696","E10.5_Fcs-HE_Gfi1","Pass",1109873,919337,113714,76822,6.92169284233421,6280,2.63184421672808,3.17602649146114,0,"G1","yes","C_2",2.49265498476593,-0.647594152430535,"yes","C04",5.82427078512911,-0.922806017852859
"697","Cell_0697","E10.5_Fcs-HE_Gfi1","Fail",1791144,1372635,288840,129669,7.23945143439053,5700,0.661265379120035,3.2914504680353,57.4181878222545,NA,"no",NA,NA,NA,"no",NA,NA,NA
"698","Cell_0698","E10.5_Fcs-HE_Gfi1","Pass",1185067,959532,124576,100959,8.51926515547222,6388,3.9637525262403,4.95262355322556,0.018603941173384,"G2M","yes","C_4",-0.0357529635549174,-0.264805407664482,"yes","C05",5.07593343900938,-0.734198833567968
"699","Cell_0699","E10.5_Fcs-HE_Gfi1","Pass",1115649,900978,128849,85822,7.69256280425116,5982,1.99980709256342,4.61247804912403,0.00612404560576763,"G2M","yes","C_3",0.0652427081230396,-1.89290154471788,"yes","C06_WT",5.35324092121615,-1.6425540228741
"700","Cell_0700","E10.5_Fcs-HE_Gfi1","Pass",1456704,1181114,170831,104759,7.19150905056896,6767,2.28767252371586,3.66177896686757,0.000238560146380506,"G1","yes","C_3",2.28953463261544,-1.17515107359137,"yes","C06_WT",4.86010117865885,-2.32048309709695
"701","Cell_0701","E10.5_Fcs-Endo_Runx1","Pass",1182305,955669,149670,76966,6.50982614469194,7294,1.9852126250262,4.43566450714915,0.000410988743018329,"G2M","no",NA,NA,NA,"yes","C01",4.04714076996593,3.17827347133971
"702","Cell_0702","E10.5_Fcs-Endo_Runx1","Pass",936907,750482,128534,57891,6.17894839082214,6868,1.67706167706168,4.15904365904366,0.00381150381150381,"G2M","no",NA,NA,NA,"yes","C01",4.25860330316059,3.49317762001088
"703","Cell_0703","E10.5_Fcs-Endo_Runx1","Pass",1355459,1075119,164272,116068,8.56300338114248,6511,4.10058736146942,4.30152681153275,0,"S","no",NA,NA,NA,"yes","C01",4.54986566219811,3.4630825372096
"704","Cell_0704","E10.5_Fcs-Endo_Runx1","Pass",761559,596496,84243,80820,10.6124410584078,5991,5.80934187160308,2.41564871118764,0,"G2M","no",NA,NA,NA,"yes","C01",4.01358850606757,3.87196716715536
"705","Cell_0705","E10.5_Fcs-Endo_Runx1","Pass",1085815,857822,146284,81709,7.52513089246326,6680,1.78685697893977,3.91352728120971,0,"G1","no",NA,NA,NA,"yes","C01",3.92863066602363,3.71953682155257
"706","Cell_0706","E10.5_Fcs-Endo_Runx1","Pass",1250472,978554,177539,94379,7.54747007529957,6529,3.3072239113687,4.91381697450562,0,"G1","no",NA,NA,NA,"yes","C01",3.71175658716972,3.68905013637811
"707","Cell_0707","E10.5_Fcs-Endo_Runx1","Pass",1177532,950725,146683,80124,6.80440106935523,7091,2.44936459108066,6.39090961100916,0,"G1","no",NA,NA,NA,"yes","C01",4.55855972819652,3.24701366545887
"708","Cell_0708","E10.5_Fcs-Mes","Pass",967492,780870,114406,72216,7.4642477663898,6435,2.64433034548777,4.61282743016274,0,"G1","no",NA,NA,NA,"yes","C09",-15.4075715268198,0.65131859392019
"709","Cell_0709","E10.5_Fcs-Mes","Pass",1215139,988642,139942,86555,7.12305341199649,6793,2.34849490728257,4.30167284235367,0.000136882608106462,"G1","no",NA,NA,NA,"yes","C10",-15.6332394464097,1.02660618134972
"710","Cell_0710","E10.5_Fcs-Mes","Pass",613840,483002,52894,77944,12.6977714062296,5801,6.40234862753123,5.13950196066968,0,"G2M","no",NA,NA,NA,"no",NA,NA,NA
"711","Cell_0711","E10.5_Fcs-Mes","Pass",1288196,1023127,184687,80382,6.23988896099662,7073,1.89225214499243,6.17253115577239,0,"G2M","no",NA,NA,NA,"yes","C09",-14.0546198199073,2.77146635513744
"712","Cell_0712","E10.5_Fcs-Mes","Pass",1202268,973530,150236,78502,6.52949259233382,7053,2.33460121389279,4.59362879618832,0.00929070333397583,"G1","no",NA,NA,NA,"yes","C10",-15.468279902216,0.568040336767241
"713","Cell_0713","E10.5_Fcs-Mes","Pass",1746115,1406460,206882,132773,7.60390924996349,6942,2.4438488209113,5.16487569774018,0,"G1","no",NA,NA,NA,"yes","C10",-14.9088295884077,1.17387494655327
"714","Cell_0714","E10.5_Fcs-Mes","Pass",1163044,938990,137409,86645,7.44984712530222,7646,1.90978556610756,5.20902054985264,0,"S","no",NA,NA,NA,"yes","C10",-14.2167530913853,1.49288617454509
"715","Cell_0715","E10.5_Fcs-Mes","Pass",1648247,1304359,205487,138401,8.39686042201199,7616,3.54852029342746,7.18872244851995,0.00386747307271873,"G2M","no",NA,NA,NA,"yes","C09",-14.1170160835465,2.34511047436258
"716","Cell_0716","E10.5_Fcs-Mes","Pass",1232611,957799,177072,97740,7.92950898539766,7716,2.74156359553258,5.52169850943283,0.000142856734695044,"G1","no",NA,NA,NA,"yes","C09",-14.045819065504,2.81678454164252
"717","Cell_0717","E10.5_Fcs-Mes","Pass",1228595,972764,153947,101884,8.29272461633004,7008,2.74635819746809,4.76205355234032,0,"G1","no",NA,NA,NA,"no",NA,NA,NA
"718","Cell_0718","E10.5_Fcs-Mes","Pass",1498180,1210710,151777,135693,9.05718938979295,6717,2.35454152312836,5.33031997718561,0,"G2M","no",NA,NA,NA,"yes","C09",-13.9179628338865,2.60483837724498
"719","Cell_0719","E10.5_Fcs-Mes","Pass",1186324,944133,144032,98159,8.27421513852877,6394,2.44915180260133,5.02371460994559,0.0094567462973201,"G2M","no",NA,NA,NA,"yes","C09",-14.6965715459307,1.00561392010939
