gene_id	gene_name	gene_type	seqnames
17847	ENSMUSG00000112641	Gm40709	lncRNA	chr10
17848	ENSMUSG00000061032	Rrp1	protein_coding	chr10
17849	ENSMUSG00000005054	Cstb	protein_coding	chr10
17850	ENSMUSG00000112652	4921516A02Rik	lncRNA	chr10
17851	ENSMUSG00000032788	Pdxk	protein_coding	chr10
17852	ENSMUSG00000112224	Gm47944	lncRNA	chr10
17853	ENSMUSG00000107822	Olfr1358	protein_coding	chr10
17854	ENSMUSG00000032763	Ilvbl	protein_coding	chr10
17855	ENSMUSG00000032714	Syde1	protein_coding	chr10
17856	ENSMUSG00000071185	Olfr1357	protein_coding	chr10
17857	ENSMUSG00000112674	Gm47459	lncRNA	chr10
17858	ENSMUSG00000005355	Casp14	protein_coding	chr10
17859	ENSMUSG00000078442	Ccdc105	protein_coding	chr10
17860	ENSMUSG00000109776	Gm30400	lncRNA	chr10
17861	ENSMUSG00000005357	Slc1a6	protein_coding	chr10
17862	ENSMUSG00000051190	Olfr1356	protein_coding	chr10
17863	ENSMUSG00000062873	Olfr1355	protein_coding	chr10
17864	ENSMUSG00000094673	Olfr1354	protein_coding	chr10
17865	ENSMUSG00000094080	Olfr8	protein_coding	chr10
17866	ENSMUSG00000042774	Olfr1353	protein_coding	chr10
17867	ENSMUSG00000112732	Gm47343	lncRNA	chr10
17868	ENSMUSG00000046493	Olfr1352	protein_coding	chr10
17869	ENSMUSG00000063216	Olfr1351	protein_coding	chr10
17870	ENSMUSG00000060205	Olfr57	protein_coding	chr10
17871	ENSMUSG00000060301	2610008E11Rik	protein_coding	chr10
17872	ENSMUSG00000091888	Vmn2r80	protein_coding	chr10
17873	ENSMUSG00000055515	Vmn2r81	protein_coding	chr10
17874	ENSMUSG00000091468	Vmn2r82	protein_coding	chr10
17875	ENSMUSG00000112907	Gm47015	lncRNA	chr10
17876	ENSMUSG00000091381	Vmn2r83	protein_coding	chr10
17877	ENSMUSG00000052151	Plpp2	protein_coding	chr10
17878	ENSMUSG00000042570	Mier2	protein_coding	chr10
17879	ENSMUSG00000020317	Theg	protein_coding	chr10
17880	ENSMUSG00000045912	C2cd4c	protein_coding	chr10
17881	ENSMUSG00000020312	Shc2	protein_coding	chr10
17882	ENSMUSG00000111977	Gm47163	lncRNA	chr10
17883	ENSMUSG00000035963	Odf3l2	protein_coding	chr10
17884	ENSMUSG00000020310	Madcam1	protein_coding	chr10
17885	ENSMUSG00000020308	Tpgs1	protein_coding	chr10
17886	ENSMUSG00000020307	Cdc34	protein_coding	chr10
17887	ENSMUSG00000054206	Gzmm	protein_coding	chr10
17888	ENSMUSG00000023175	Bsg	protein_coding	chr10
17889	ENSMUSG00000020331	Hcn2	protein_coding	chr10
17890	ENSMUSG00000020329	Polrmt	protein_coding	chr10
17891	ENSMUSG00000020327	Fgf22	protein_coding	chr10
17892	ENSMUSG00000035890	Rnf126	protein_coding	chr10
17893	ENSMUSG00000020325	Fstl3	protein_coding	chr10
17894	ENSMUSG00000020323	Prss57	protein_coding	chr10
17895	ENSMUSG00000035863	Palm	protein_coding	chr10
17896	ENSMUSG00000112828	Gm48495	lncRNA	chr10
17897	ENSMUSG00000035852	Misp	protein_coding	chr10
17898	ENSMUSG00000091994	E130317F20Rik	lncRNA	chr10
17899	ENSMUSG00000006498	Ptbp1	protein_coding	chr10
17900	ENSMUSG00000035835	Plppr3	protein_coding	chr10
17901	ENSMUSG00000090860	Gm17134	lncRNA	chr10
17902	ENSMUSG00000057729	Prtn3	protein_coding	chr10
17903	ENSMUSG00000020125	Elane	protein_coding	chr10
17904	ENSMUSG00000061780	Cfd	protein_coding	chr10
17905	ENSMUSG00000013833	Med16	protein_coding	chr10
17906	ENSMUSG00000035781	R3hdm4	protein_coding	chr10
17907	ENSMUSG00000097854	Gm26602	protein_coding	chr10
17908	ENSMUSG00000035773	Kiss1r	protein_coding	chr10
17909	ENSMUSG00000019564	Arid3a	protein_coding	chr10
17910	ENSMUSG00000035754	Wdr18	protein_coding	chr10
17911	ENSMUSG00000035745	Grin3b	protein_coding	chr10
17912	ENSMUSG00000013858	Tmem259	protein_coding	chr10
17913	ENSMUSG00000004665	Cnn2	protein_coding	chr10
17914	ENSMUSG00000035722	Abca7	protein_coding	chr10
17915	ENSMUSG00000035697	Arhgap45	protein_coding	chr10
17916	ENSMUSG00000004667	Polr2e	protein_coding	chr10
17917	ENSMUSG00000075706	Gpx4	protein_coding	chr10
17918	ENSMUSG00000035673	Sbno2	protein_coding	chr10
17919	ENSMUSG00000003068	Stk11	protein_coding	chr10
17920	ENSMUSG00000035640	Cbarp	protein_coding	chr10
17921	ENSMUSG00000003072	Atp5d	protein_coding	chr10
17922	ENSMUSG00000035621	Midn	protein_coding	chr10
17923	ENSMUSG00000045193	Cirbp	protein_coding	chr10
17924	ENSMUSG00000035595	1600002K03Rik	protein_coding	chr10
17925	ENSMUSG00000003070	Efna2	protein_coding	chr10
17926	ENSMUSG00000020156	Pwwp3a	protein_coding	chr10
17927	ENSMUSG00000020153	Ndufs7	protein_coding	chr10
17928	ENSMUSG00000020150	Gamt	protein_coding	chr10
17929	ENSMUSG00000069565	Dazap1	protein_coding	chr10
17930	ENSMUSG00000087672	Gm15122	lncRNA	chr10
17931	ENSMUSG00000063457	Rps15	protein_coding	chr10
17932	ENSMUSG00000020135	Apc2	protein_coding	chr10
17933	ENSMUSG00000020133	2310011J03Rik	protein_coding	chr10
17934	ENSMUSG00000020131	Pcsk4	protein_coding	chr10
17935	ENSMUSG00000035504	Reep6	protein_coding	chr10
17936	ENSMUSG00000043822	Adamtsl5	protein_coding	chr10
17937	ENSMUSG00000035486	Plk5	protein_coding	chr10
17938	ENSMUSG00000087432	Gm15123	lncRNA	chr10
17939	ENSMUSG00000085712	Gm15124	lncRNA	chr10
17940	ENSMUSG00000048696	Mex3d	protein_coding	chr10
17941	ENSMUSG00000035478	Mbd3	protein_coding	chr10
17942	ENSMUSG00000020163	Uqcr11	protein_coding	chr10
17943	ENSMUSG00000020167	Tcf3	protein_coding	chr10
17944	ENSMUSG00000045518	Onecut3	protein_coding	chr10
17945	ENSMUSG00000003341	Atp8b3	protein_coding	chr10
17946	ENSMUSG00000047417	Rexo1	protein_coding	chr10
17947	ENSMUSG00000035397	Klf16	protein_coding	chr10
17948	ENSMUSG00000003346	Abhd17a	protein_coding	chr10
17949	ENSMUSG00000100201	Gm29093	lncRNA	chr10
17950	ENSMUSG00000113949	Scamp4	protein_coding	chr10
17951	ENSMUSG00000113640	Adat3	protein_coding	chr10
17952	ENSMUSG00000035370	Gm49322	protein_coding	chr10
17953	ENSMUSG00000003345	Csnk1g2	protein_coding	chr10
17954	ENSMUSG00000003344	Btbd2	protein_coding	chr10
17955	ENSMUSG00000020190	Mknk2	protein_coding	chr10
17956	ENSMUSG00000003348	Mob3a	protein_coding	chr10
17957	ENSMUSG00000055862	Izumo4	protein_coding	chr10
17958	ENSMUSG00000020198	Ap3d1	protein_coding	chr10
17959	ENSMUSG00000061589	Dot1l	protein_coding	chr10
17960	ENSMUSG00000075558	Gm17151	lncRNA	chr10
17961	ENSMUSG00000035278	Plekhj1	protein_coding	chr10
17962	ENSMUSG00000020211	Sf3a2	protein_coding	chr10
17963	ENSMUSG00000035262	Amh	protein_coding	chr10
17964	ENSMUSG00000020216	Jsrp1	protein_coding	chr10
17965	ENSMUSG00000035242	Oaz1	protein_coding	chr10
17966	ENSMUSG00000051067	Lingo3	protein_coding	chr10
17967	ENSMUSG00000035215	Lsm7	protein_coding	chr10
17968	ENSMUSG00000035206	Sppl2b	protein_coding	chr10
17969	ENSMUSG00000059406	Tmprss9	protein_coding	chr10
17970	ENSMUSG00000020219	Timm13	protein_coding	chr10
17971	ENSMUSG00000062075	Lmnb2	protein_coding	chr10
17972	ENSMUSG00000015312	Gadd45b	protein_coding	chr10
17973	ENSMUSG00000048240	Gng7	protein_coding	chr10
17974	ENSMUSG00000043670	Diras1	protein_coding	chr10
17975	ENSMUSG00000087114	Gm16099	lncRNA	chr10
17976	ENSMUSG00000046822	Slc39a3	protein_coding	chr10
17977	ENSMUSG00000004937	Sgta	protein_coding	chr10
17978	ENSMUSG00000004929	Thop1	protein_coding	chr10
17979	ENSMUSG00000035041	Creb3l3	protein_coding	chr10
17980	ENSMUSG00000035027	Map2k2	protein_coding	chr10
17981	ENSMUSG00000035011	Zbtb7a	protein_coding	chr10
17982	ENSMUSG00000004934	Pias4	protein_coding	chr10
17983	ENSMUSG00000034994	Eef2	protein_coding	chr10
17984	ENSMUSG00000034974	Dapk3	protein_coding	chr10
17985	ENSMUSG00000085779	Atcayos	lncRNA	chr10
17986	ENSMUSG00000004939	Nmrk2	protein_coding	chr10
17987	ENSMUSG00000034958	Atcay	protein_coding	chr10
17988	ENSMUSG00000034949	Zfr2	protein_coding	chr10
17989	ENSMUSG00000004933	Matk	protein_coding	chr10
17990	ENSMUSG00000034932	Mrpl54	protein_coding	chr10
17991	ENSMUSG00000004931	Apba3	protein_coding	chr10
17992	ENSMUSG00000034917	Tjp3	protein_coding	chr10
17993	ENSMUSG00000034902	Pip5k1c	protein_coding	chr10
17994	ENSMUSG00000090230	Gm16315	lncRNA	chr10
17995	ENSMUSG00000034889	Cactin	protein_coding	chr10
17996	ENSMUSG00000034881	Tbxa2r	protein_coding	chr10
17997	ENSMUSG00000034872	Gipc3	protein_coding	chr10
17998	ENSMUSG00000020232	Hmg20b	protein_coding	chr10
17999	ENSMUSG00000034854	Mfsd12	protein_coding	chr10
18000	ENSMUSG00000020234	4930404N11Rik	protein_coding	chr10
18001	ENSMUSG00000020235	Fzr1	protein_coding	chr10
18002	ENSMUSG00000078440	Dohh	protein_coding	chr10
18003	ENSMUSG00000114004	Gm48552	protein_coding	chr10
18004	ENSMUSG00000078439	Smim24	protein_coding	chr10
18005	ENSMUSG00000055053	Nfic	protein_coding	chr10
18006	ENSMUSG00000085327	Gm16104	lncRNA	chr10
18007	ENSMUSG00000034818	Celf5	protein_coding	chr10
18008	ENSMUSG00000084849	Gm16105	lncRNA	chr10
18009	ENSMUSG00000020238	Ncln	protein_coding	chr10
18010	ENSMUSG00000044199	S1pr4	protein_coding	chr10
18011	ENSMUSG00000034792	Gna15	protein_coding	chr10
18012	ENSMUSG00000112350	Gm47697	lncRNA	chr10
18013	ENSMUSG00000034781	Gna11	protein_coding	chr10
18014	ENSMUSG00000054452	Tle5	protein_coding	chr10
18015	ENSMUSG00000090034	Gm15917	lncRNA	chr10
18016	ENSMUSG00000034771	Tle2	protein_coding	chr10
18017	ENSMUSG00000034758	Tle6	protein_coding	chr10
18018	ENSMUSG00000074862	BC025920	protein_coding	chr10
18019	ENSMUSG00000034748	Sirt6	protein_coding	chr10
18020	ENSMUSG00000054708	Ankrd24	protein_coding	chr10
18021	ENSMUSG00000096856	Gm10778	protein_coding	chr10
18022	ENSMUSG00000096795	Zfp433	protein_coding	chr10
18023	ENSMUSG00000094622	Gm3055	protein_coding	chr10
18024	ENSMUSG00000094076	Gm4767	protein_coding	chr10
18025	ENSMUSG00000112640	Gm32687	protein_coding	chr10
18026	ENSMUSG00000096718	Zfp781	protein_coding	chr10
18027	ENSMUSG00000061371	Zfp873	protein_coding	chr10
18028	ENSMUSG00000112160	BC024063	protein_coding	chr10
18029	ENSMUSG00000078435	AU041133	protein_coding	chr10
18030	ENSMUSG00000112110	Gm15608	lncRNA	chr10
18031	ENSMUSG00000062931	Zfp938	protein_coding	chr10
18032	ENSMUSG00000044581	4932415D10Rik	protein_coding	chr10
18033	ENSMUSG00000073427	Gm4924	protein_coding	chr10
18034	ENSMUSG00000094186	Gm1553	protein_coding	chr10
18035	ENSMUSG00000063320	1190007I07Rik	protein_coding	chr10
18036	ENSMUSG00000034674	Tdg	protein_coding	chr10
18037	ENSMUSG00000020251	Glt8d2	protein_coding	chr10
18038	ENSMUSG00000020246	Hcfc2	protein_coding	chr10
18039	ENSMUSG00000020248	Nfyb	protein_coding	chr10
18040	ENSMUSG00000112286	Gm47561	lncRNA	chr10
18041	ENSMUSG00000056821	1700028I16Rik	lncRNA	chr10
18042	ENSMUSG00000020250	Txnrd1	protein_coding	chr10
18043	ENSMUSG00000112375	Gm38560	lncRNA	chr10
18044	ENSMUSG00000109864	Eid3	protein_coding	chr10
18045	ENSMUSG00000034612	Chst11	protein_coding	chr10
18046	ENSMUSG00000090200	1700025N21Rik	lncRNA	chr10
18047	ENSMUSG00000034591	Slc41a2	protein_coding	chr10
18048	ENSMUSG00000112134	Gm40723	lncRNA	chr10
18049	ENSMUSG00000020255	D10Wsu102e	protein_coding	chr10
18050	ENSMUSG00000020256	Aldh1l2	protein_coding	chr10
18051	ENSMUSG00000034560	Washc4	protein_coding	chr10
18052	ENSMUSG00000020263	Appl2	protein_coding	chr10
18053	ENSMUSG00000087651	1500009L16Rik	protein_coding	chr10
18054	ENSMUSG00000111699	C230099D08Rik	lncRNA	chr10
18055	ENSMUSG00000111049	Gm34184	lncRNA	chr10
18056	ENSMUSG00000111524	Gm34113	lncRNA	chr10
18057	ENSMUSG00000111062	Gm47253	lncRNA	chr10
18058	ENSMUSG00000020032	Nuak1	protein_coding	chr10
18059	ENSMUSG00000111583	Gm47962	lncRNA	chr10
18060	ENSMUSG00000020033	4930463O16Rik	lncRNA	chr10
18061	ENSMUSG00000111514	E230014E18Rik	lncRNA	chr10
18062	ENSMUSG00000046841	Ckap4	protein_coding	chr10
18063	ENSMUSG00000097076	Platr7	lncRNA	chr10
18064	ENSMUSG00000020034	Tcp11l2	protein_coding	chr10
18065	ENSMUSG00000097309	Gm17249	lncRNA	chr10
18066	ENSMUSG00000034453	Polr3b	protein_coding	chr10
18067	ENSMUSG00000020037	Rfx4	protein_coding	chr10
18068	ENSMUSG00000035620	Ric8b	protein_coding	chr10
18069	ENSMUSG00000050035	Fhl4	protein_coding	chr10
18070	ENSMUSG00000060935	Tmem263	protein_coding	chr10
18071	ENSMUSG00000049038	Mterf2	protein_coding	chr10
18072	ENSMUSG00000020038	Cry1	protein_coding	chr10
18073	ENSMUSG00000111752	Gm38575	lncRNA	chr10
18074	ENSMUSG00000020042	Btbd11	protein_coding	chr10
18075	ENSMUSG00000111435	Gm47358	lncRNA	chr10
18076	ENSMUSG00000112826	Gm1559	lncRNA	chr10
18077	ENSMUSG00000001785	Pwp1	protein_coding	chr10
18078	ENSMUSG00000035529	Prdm4	protein_coding	chr10
18079	ENSMUSG00000085111	Ascl4	protein_coding	chr10
18080	ENSMUSG00000001783	Rtcb	protein_coding	chr10
18081	ENSMUSG00000050108	Bpifc	protein_coding	chr10
18082	ENSMUSG00000097692	A230060F14Rik	lncRNA	chr10
18083	ENSMUSG00000001786	Fbxo7	protein_coding	chr10
18084	ENSMUSG00000059602	Syn3	protein_coding	chr10
18085	ENSMUSG00000112493	4930486F22Rik	lncRNA	chr10
18086	ENSMUSG00000087256	Gm15990	lncRNA	chr10
18087	ENSMUSG00000020044	Timp3	protein_coding	chr10
18088	ENSMUSG00000112586	Gm6729	lncRNA	chr10
18089	ENSMUSG00000112666	Gm48485	lncRNA	chr10
18090	ENSMUSG00000020048	Hsp90b1	protein_coding	chr10
18091	ENSMUSG00000084899	Gm15344	lncRNA	chr10
18092	ENSMUSG00000044937	Ttc41	protein_coding	chr10
18093	ENSMUSG00000054027	Nt5dc3	protein_coding	chr10
18094	ENSMUSG00000089959	Gm16268	lncRNA	chr10
18095	ENSMUSG00000035459	Stab2	protein_coding	chr10
18096	ENSMUSG00000089881	Gm16280	lncRNA	chr10
18097	ENSMUSG00000089656	Gm16271	lncRNA	chr10
18098	ENSMUSG00000047129	1700113H08Rik	protein_coding	chr10
18099	ENSMUSG00000112213	4930555G07Rik	lncRNA	chr10
18100	ENSMUSG00000020052	Ascl1	protein_coding	chr10
18101	ENSMUSG00000020051	Pah	protein_coding	chr10
18102	ENSMUSG00000058934	Igf1os	lncRNA	chr10
18103	ENSMUSG00000020053	Igf1	protein_coding	chr10
18104	ENSMUSG00000112183	Gm48306	lncRNA	chr10
18105	ENSMUSG00000035383	Pmch	protein_coding	chr10
18106	ENSMUSG00000035365	Parpbp	protein_coding	chr10
18107	ENSMUSG00000112406	4921515L22Rik	lncRNA	chr10
18108	ENSMUSG00000035351	Nup37	protein_coding	chr10
18109	ENSMUSG00000020056	Washc3	protein_coding	chr10
18110	ENSMUSG00000020057	Dram1	protein_coding	chr10
18111	ENSMUSG00000035311	Gnptab	protein_coding	chr10
18112	ENSMUSG00000087429	Gm16235	lncRNA	chr10
18113	ENSMUSG00000060002	Chpt1	protein_coding	chr10
18114	ENSMUSG00000020059	Sycp3	protein_coding	chr10
18115	ENSMUSG00000020061	Mybpc1	protein_coding	chr10
18116	ENSMUSG00000004359	Spic	protein_coding	chr10
18117	ENSMUSG00000060904	Arl1	protein_coding	chr10
18118	ENSMUSG00000004356	Utp20	protein_coding	chr10
18119	ENSMUSG00000020062	Slc5a8	protein_coding	chr10
18120	ENSMUSG00000035189	Ano4	protein_coding	chr10
18121	ENSMUSG00000074802	Gas2l3	protein_coding	chr10
18122	ENSMUSG00000047638	Nr1h4	protein_coding	chr10
18123	ENSMUSG00000019935	Slc17a8	protein_coding	chr10
18124	ENSMUSG00000069539	Scyl2	protein_coding	chr10
18125	ENSMUSG00000097383	1500026H17Rik	lncRNA	chr10
18126	ENSMUSG00000019948	Actr6	protein_coding	chr10
18127	ENSMUSG00000019951	Uhrf1bp1l	protein_coding	chr10
18128	ENSMUSG00000058589	Anks1b	protein_coding	chr10
18129	ENSMUSG00000112153	Gm47591	lncRNA	chr10
18130	ENSMUSG00000019979	Apaf1	protein_coding	chr10
18131	ENSMUSG00000019975	Ikbip	protein_coding	chr10
18132	ENSMUSG00000061904	Slc25a3	protein_coding	chr10
18133	ENSMUSG00000019961	Tmpo	protein_coding	chr10
18134	ENSMUSG00000111544	4930534H03Rik	lncRNA	chr10
18135	ENSMUSG00000111525	Gm47082	lncRNA	chr10
18136	ENSMUSG00000111657	Gm31592	lncRNA	chr10
18137	ENSMUSG00000112117	Rmst	lncRNA	chr10
18138	ENSMUSG00000098040	Gm20757	lncRNA	chr10
18139	ENSMUSG00000110794	4930401A07Rik	lncRNA	chr10
18140	ENSMUSG00000111470	Gm31822	lncRNA	chr10
18141	ENSMUSG00000019988	Nedd1	protein_coding	chr10
18142	ENSMUSG00000020014	Cfap54	protein_coding	chr10
18143	ENSMUSG00000111013	Gm32468	lncRNA	chr10
18144	ENSMUSG00000020015	Cdk17	protein_coding	chr10
18145	ENSMUSG00000008398	Elk3	protein_coding	chr10
18146	ENSMUSG00000111531	Gm32688	lncRNA	chr10
18147	ENSMUSG00000110647	Gm17745	lncRNA	chr10
18148	ENSMUSG00000015889	Lta4h	protein_coding	chr10
18149	ENSMUSG00000020017	Hal	protein_coding	chr10
18150	ENSMUSG00000015890	Amdhd1	protein_coding	chr10
18151	ENSMUSG00000036168	Ccdc38	protein_coding	chr10
18152	ENSMUSG00000020018	Snrpf	protein_coding	chr10
18153	ENSMUSG00000097407	4933408J17Rik	lncRNA	chr10
18154	ENSMUSG00000111366	Gm47156	lncRNA	chr10
18155	ENSMUSG00000020019	Ntn4	protein_coding	chr10
18156	ENSMUSG00000085723	Gm15915	lncRNA	chr10
18157	ENSMUSG00000086891	Gm15963	lncRNA	chr10
18158	ENSMUSG00000020020	Usp44	protein_coding	chr10
18159	ENSMUSG00000036112	Metap2	protein_coding	chr10
18160	ENSMUSG00000097689	4930471D02Rik	lncRNA	chr10
18161	ENSMUSG00000036099	Vezt	protein_coding	chr10
18162	ENSMUSG00000020021	Fgd6	protein_coding	chr10
18163	ENSMUSG00000005897	Nr2c1	protein_coding	chr10
18164	ENSMUSG00000020022	Ndufa12	protein_coding	chr10
18165	ENSMUSG00000053420	Gm4792	protein_coding	chr10
18166	ENSMUSG00000020023	Tmcc3	protein_coding	chr10
18167	ENSMUSG00000085409	Gm16155	lncRNA	chr10
18168	ENSMUSG00000086269	Tmcc3os	lncRNA	chr10
18169	ENSMUSG00000112477	Gm48657	lncRNA	chr10
18170	ENSMUSG00000097164	Cep83os	lncRNA	chr10
18171	ENSMUSG00000020024	Cep83	protein_coding	chr10
18172	ENSMUSG00000112669	Gm48689	lncRNA	chr10
18173	ENSMUSG00000074785	Plxnc1	protein_coding	chr10
18174	ENSMUSG00000112277	Gm48867	lncRNA	chr10
18175	ENSMUSG00000112481	Gm29684	lncRNA	chr10
18176	ENSMUSG00000112501	Gm33091	lncRNA	chr10
18177	ENSMUSG00000045867	Cradd	protein_coding	chr10
18178	ENSMUSG00000112593	Gm48882	lncRNA	chr10
18179	ENSMUSG00000100550	2310039L15Rik	lncRNA	chr10
18180	ENSMUSG00000020027	Socs2	protein_coding	chr10
18181	ENSMUSG00000097766	5730420D15Rik	lncRNA	chr10
18182	ENSMUSG00000112261	Gm47599	lncRNA	chr10
18183	ENSMUSG00000062981	Mrpl42	protein_coding	chr10
18184	ENSMUSG00000074781	Ube2n	protein_coding	chr10
18185	ENSMUSG00000020029	Nudt4	protein_coding	chr10
18186	ENSMUSG00000112439	Gm33336	lncRNA	chr10
18187	ENSMUSG00000112538	Gm47667	lncRNA	chr10
18188	ENSMUSG00000074780	Anapc15-ps	protein_coding	chr10
18189	ENSMUSG00000112519	Gm47671	lncRNA	chr10
18190	ENSMUSG00000112289	1110019B22Rik	lncRNA	chr10
18191	ENSMUSG00000112188	Gm47708	lncRNA	chr10
18192	ENSMUSG00000101517	4732465J04Rik	lncRNA	chr10
18193	ENSMUSG00000112771	Gm47718	lncRNA	chr10
18194	ENSMUSG00000112599	Gm47719	lncRNA	chr10
18195	ENSMUSG00000110353	Gm33543	protein_coding	chr10
18196	ENSMUSG00000112400	Gm47725	lncRNA	chr10
18197	ENSMUSG00000036499	Eea1	protein_coding	chr10
18198	ENSMUSG00000096486	Gm5426	protein_coding	chr10
18199	ENSMUSG00000112762	4930459C07Rik	lncRNA	chr10
18200	ENSMUSG00000112234	Gm48427	lncRNA	chr10
18201	ENSMUSG00000112290	Gm33782	lncRNA	chr10
18202	ENSMUSG00000112749	Gm48428	lncRNA	chr10
18203	ENSMUSG00000112264	Gm48505	lncRNA	chr10
18204	ENSMUSG00000112354	Gm33843	lncRNA	chr10
18205	ENSMUSG00000036478	Btg1	protein_coding	chr10
18206	ENSMUSG00000111912	Gm48521	lncRNA	chr10
18207	ENSMUSG00000112488	Gm33981	lncRNA	chr10
18208	ENSMUSG00000111924	4930556N09Rik	lncRNA	chr10
18209	ENSMUSG00000019929	Dcn	protein_coding	chr10
18210	ENSMUSG00000036446	Lum	protein_coding	chr10
18211	ENSMUSG00000112484	4930473O22Rik	lncRNA	chr10
18212	ENSMUSG00000019932	Kera	protein_coding	chr10
18213	ENSMUSG00000019936	Epyc	protein_coding	chr10
18214	ENSMUSG00000074776	Gm10754	lncRNA	chr10
18215	ENSMUSG00000047025	Ccer1	protein_coding	chr10
18216	ENSMUSG00000112497	4930525C09Rik	lncRNA	chr10
18217	ENSMUSG00000079183	C030005K15Rik	lncRNA	chr10
18218	ENSMUSG00000112896	Gm8633	lncRNA	chr10
18219	ENSMUSG00000112874	Gm34297	lncRNA	chr10
18220	ENSMUSG00000112647	Gm5427	lncRNA	chr10
18221	ENSMUSG00000019943	Atp2b1	protein_coding	chr10
18222	ENSMUSG00000112346	Gm48768	lncRNA	chr10
18223	ENSMUSG00000019952	Poc1b	protein_coding	chr10
18224	ENSMUSG00000090035	Galnt4	protein_coding	chr10
18225	ENSMUSG00000055108	Phxr2	protein_coding	chr10
18226	ENSMUSG00000089994	Gm16239	lncRNA	chr10
18227	ENSMUSG00000112805	Gm34574	lncRNA	chr10
18228	ENSMUSG00000112902	Gm48884	lncRNA	chr10
18229	ENSMUSG00000111923	Gm34777	lncRNA	chr10
18230	ENSMUSG00000019960	Dusp6	protein_coding	chr10
18231	ENSMUSG00000112384	Gm34921	lncRNA	chr10
18232	ENSMUSG00000112544	Gm48089	lncRNA	chr10
18233	ENSMUSG00000044633	B530045E10Rik	lncRNA	chr10
18234	ENSMUSG00000112082	Gm35035	lncRNA	chr10
18235	ENSMUSG00000112265	Gm34983	lncRNA	chr10
18236	ENSMUSG00000111962	Gm20110	lncRNA	chr10
18237	ENSMUSG00000112810	Gm35101	lncRNA	chr10
18238	ENSMUSG00000113032	Gm47578	lncRNA	chr10
18239	ENSMUSG00000046934	Csl	protein_coding	chr10
18240	ENSMUSG00000112304	Gm35206	lncRNA	chr10
18241	ENSMUSG00000019966	Kitl	protein_coding	chr10
18242	ENSMUSG00000112831	Gm35533	lncRNA	chr10
18243	ENSMUSG00000094314	Gm4301	protein_coding	chr10
18244	ENSMUSG00000091101	Gm4302	protein_coding	chr10
18245	ENSMUSG00000112931	Gm4303	protein_coding	chr10
18246	ENSMUSG00000112856	Gm4305	protein_coding	chr10
18247	ENSMUSG00000096744	Gm4307	protein_coding	chr10
18248	ENSMUSG00000112485	Gm47631	lncRNA	chr10
18249	ENSMUSG00000096640	Gm4312	protein_coding	chr10
18250	ENSMUSG00000036676	Tmtc3	protein_coding	chr10
18251	ENSMUSG00000019971	Cep290	protein_coding	chr10
18252	ENSMUSG00000046567	4930430F08Rik	protein_coding	chr10
18253	ENSMUSG00000112000	Gm47956	lncRNA	chr10
18254	ENSMUSG00000056912	1700017N19Rik	protein_coding	chr10
18255	ENSMUSG00000112104	Gm35722	lncRNA	chr10
18256	ENSMUSG00000019888	Mgat4c	protein_coding	chr10
18257	ENSMUSG00000112342	Gm47031	lncRNA	chr10
18258	ENSMUSG00000111990	Gm47033	lncRNA	chr10
18259	ENSMUSG00000112073	Gm47101	lncRNA	chr10
18260	ENSMUSG00000019890	Nts	protein_coding	chr10
18261	ENSMUSG00000044921	Rassf9	protein_coding	chr10
18262	ENSMUSG00000112845	Gm47143	lncRNA	chr10
18263	ENSMUSG00000036602	Alx1	protein_coding	chr10
18264	ENSMUSG00000090638	Gm17028	lncRNA	chr10
18265	ENSMUSG00000019892	Lrriq1	protein_coding	chr10
18266	ENSMUSG00000019894	Slc6a15	protein_coding	chr10
18267	ENSMUSG00000112636	Gm47223	lncRNA	chr10
18268	ENSMUSG00000112319	Gm47221	lncRNA	chr10
18269	ENSMUSG00000112554	Gm47224	lncRNA	chr10
18270	ENSMUSG00000112281	Gm47226	lncRNA	chr10
18271	ENSMUSG00000091779	Gm21293	protein_coding	chr10
18272	ENSMUSG00000097427	Gm6763	protein_coding	chr10
18273	ENSMUSG00000097878	Gm8764	protein_coding	chr10
18274	ENSMUSG00000097550	Gm21304	protein_coding	chr10
18275	ENSMUSG00000094144	Gm21312	protein_coding	chr10
18276	ENSMUSG00000095022	Gm20765	protein_coding	chr10
18277	ENSMUSG00000090854	Gm4340	protein_coding	chr10
18278	ENSMUSG00000036019	Tmtc2	protein_coding	chr10
18279	ENSMUSG00000085282	Gm15663	lncRNA	chr10
18280	ENSMUSG00000036009	Mettl25	protein_coding	chr10
18281	ENSMUSG00000019897	Ccdc59	protein_coding	chr10
18282	ENSMUSG00000053825	Ppfia2	protein_coding	chr10
18283	ENSMUSG00000112201	4930532I03Rik	lncRNA	chr10
18284	ENSMUSG00000035948	Acss3	protein_coding	chr10
18285	ENSMUSG00000112466	Gm29674	lncRNA	chr10
18286	ENSMUSG00000019906	Lin7a	protein_coding	chr10
18287	ENSMUSG00000000435	Myf5	protein_coding	chr10
18288	ENSMUSG00000035923	Myf6	protein_coding	chr10
18289	ENSMUSG00000035916	Ptprq	protein_coding	chr10
18290	ENSMUSG00000091455	Otogl	protein_coding	chr10
18291	ENSMUSG00000112910	Gm29685	lncRNA	chr10
18292	ENSMUSG00000019907	Ppp1r12a	protein_coding	chr10
18293	ENSMUSG00000035873	Pawr	protein_coding	chr10
